host,variant,function,dim,a12,cliff_delta,magnitude
GSK,LIME-CF,8,10,0.280000000000,-0.440000000000,medium
GSK,LIME-CF,9,10,0.506666666667,0.013333333333,negligible
GSK,LIME-CF,10,10,0.533333333333,0.066666666667,negligible
GSK,LIME-CF,11,10,0.548888888889,0.097777777778,negligible
GSK,LIME-CF,12,10,0.545555555556,0.091111111111,negligible
GSK,LIME-CF,1,20,0.788333333333,0.576666666667,large
GSK,LIME-CF,2,20,0.715555555556,0.431111111111,medium
GSK,LIME-CF,3,20,0.853333333333,0.706666666667,large
GSK,LIME-CF,4,20,0.596666666667,0.193333333333,small
GSK,LIME-CF,5,20,0.897777777778,0.795555555556,large
GSK,LIME-CF,6,20,0.793333333333,0.586666666667,large
GSK,LIME-CF,7,20,0.000000000000,-1.000000000000,large
GSK,LIME-CF,8,20,0.443333333333,-0.113333333333,negligible
GSK,LIME-CF,9,20,0.927777777778,0.855555555556,large
GSK,LIME-CF,10,20,0.515000000000,0.030000000000,negligible
GSK,LIME-CF,11,20,0.836666666667,0.673333333333,large
GSK,LIME-CF,12,20,0.517777777778,0.035555555556,negligible
GSK,ACME-CF,1,10,0.499444444444,-0.001111111111,negligible
GSK,ACME-CF,2,10,0.633333333333,0.266666666667,small
GSK,ACME-CF,3,10,0.659444444444,0.318888888889,small
GSK,ACME-CF,4,10,0.708888888889,0.417777777778,medium
GSK,ACME-CF,5,10,0.783888888889,0.567777777778,large
GSK,ACME-CF,6,10,0.686666666667,0.373333333333,medium
GSK,ACME-CF,7,10,0.193333333333,-0.613333333333,large
GSK,ACME-CF,8,10,0.332222222222,-0.335555555556,medium
GSK,ACME-CF,9,10,0.496111111111,-0.007777777778,negligible
GSK,ACME-CF,10,10,0.645555555556,0.291111111111,small
GSK,ACME-CF,11,10,0.537777777778,0.075555555556,negligible
GSK,ACME-CF,12,10,0.540000000000,0.080000000000,negligible
GSK,ACME-CF,1,20,0.785000000000,0.570000000000,large
GSK,ACME-CF,2,20,0.772222222222,0.544444444444,large
GSK,ACME-CF,3,20,0.850000000000,0.700000000000,large
GSK,ACME-CF,4,20,0.770000000000,0.540000000000,large
GSK,ACME-CF,5,20,0.897777777778,0.795555555556,large
GSK,ACME-CF,6,20,0.866666666667,0.733333333333,large
GSK,ACME-CF,7,20,0.208888888889,-0.582222222222,large
GSK,ACME-CF,8,20,0.454444444444,-0.091111111111,negligible
GSK,ACME-CF,9,20,0.971111111111,0.942222222222,large
GSK,ACME-CF,10,20,0.513888888889,0.027777777778,negligible
GSK,ACME-CF,11,20,0.917777777778,0.835555555556,large
GSK,ACME-CF,12,20,0.521111111111,0.042222222222,negligible
GSK,IBREAKDOWN-CF,1,10,0.499444444444,-0.001111111111,negligible
GSK,IBREAKDOWN-CF,2,10,0.613333333333,0.226666666667,small
GSK,IBREAKDOWN-CF,3,10,0.569444444444,0.138888888889,negligible
GSK,IBREAKDOWN-CF,4,10,0.626666666667,0.253333333333,small
GSK,IBREAKDOWN-CF,5,10,0.677222222222,0.354444444444,medium
GSK,IBREAKDOWN-CF,6,10,0.588888888889,0.177777777778,small
GSK,IBREAKDOWN-CF,7,10,0.215555555556,-0.568888888889,large
GSK,IBREAKDOWN-CF,8,10,0.306666666667,-0.386666666667,medium
GSK,IBREAKDOWN-CF,9,10,0.518888888889,0.037777777778,negligible
GSK,IBREAKDOWN-CF,10,10,0.594444444444,0.188888888889,small
GSK,IBREAKDOWN-CF,11,10,0.577222222222,0.154444444444,small
GSK,IBREAKDOWN-CF,12,10,0.531111111111,0.062222222222,negligible
GSK,IBREAKDOWN-CF,1,20,0.706111111111,0.412222222222,medium
GSK,IBREAKDOWN-CF,2,20,0.683333333333,0.366666666667,medium
GSK,IBREAKDOWN-CF,3,20,0.868888888889,0.737777777778,large
GSK,IBREAKDOWN-CF,4,20,0.628888888889,0.257777777778,small
GSK,IBREAKDOWN-CF,5,20,0.803333333333,0.606666666667,large
GSK,IBREAKDOWN-CF,6,20,0.734444444444,0.468888888889,medium
GSK,IBREAKDOWN-CF,7,20,0.150000000000,-0.700000000000,large
GSK,IBREAKDOWN-CF,8,20,0.508888888889,0.017777777778,negligible
GSK,IBREAKDOWN-CF,9,20,0.937777777778,0.875555555556,large
GSK,IBREAKDOWN-CF,10,20,0.513888888889,0.027777777778,negligible
GSK,IBREAKDOWN-CF,11,20,0.840000000000,0.680000000000,large
GSK,IBREAKDOWN-CF,12,20,0.515555555556,0.031111111111,negligible
OPA,SHAP-CF,1,10,0.554444444444,0.108888888889,negligible
OPA,SHAP-CF,2,10,0.480000000000,-0.040000000000,negligible
OPA,SHAP-CF,3,10,0.506666666667,0.013333333333,negligible
OPA,SHAP-CF,4,10,0.399444444444,-0.201111111111,small
OPA,SHAP-CF,5,10,0.486111111111,-0.027777777778,negligible
OPA,SHAP-CF,6,10,0.492777777778,-0.014444444444,negligible
OPA,SHAP-CF,7,10,0.561111111111,0.122222222222,negligible
OPA,SHAP-CF,8,10,0.523333333333,0.046666666667,negligible
OPA,SHAP-CF,9,10,0.511111111111,0.022222222222,negligible
OPA,SHAP-CF,10,10,0.480555555556,-0.038888888889,negligible
OPA,SHAP-CF,11,10,0.482777777778,-0.034444444444,negligible
OPA,SHAP-CF,12,10,0.408333333333,-0.183333333333,small
OPA,SHAP-CF,1,20,0.576666666667,0.153333333333,small
OPA,SHAP-CF,2,20,0.547777777778,0.095555555556,negligible
OPA,SHAP-CF,3,20,0.497777777778,-0.004444444444,negligible
OPA,SHAP-CF,4,20,0.505555555556,0.011111111111,negligible
OPA,SHAP-CF,5,20,0.509444444444,0.018888888889,negligible
OPA,SHAP-CF,6,20,0.502777777778,0.005555555556,negligible
OPA,SHAP-CF,7,20,0.495000000000,-0.010000000000,negligible
OPA,SHAP-CF,8,20,0.515555555556,0.031111111111,negligible
OPA,SHAP-CF,9,20,0.473888888889,-0.052222222222,negligible
OPA,SHAP-CF,10,20,0.482777777778,-0.034444444444,negligible
OPA,SHAP-CF,11,20,0.484444444444,-0.031111111111,negligible
OPA,SHAP-CF,12,20,0.490555555556,-0.018888888889,negligible
OPA,LIME-CF,1,10,0.553888888889,0.107777777778,negligible
OPA,LIME-CF,2,10,0.469444444444,-0.061111111111,negligible
OPA,LIME-CF,3,10,0.498333333333,-0.003333333333,negligible
OPA,LIME-CF,4,10,0.420000000000,-0.160000000000,small
OPA,LIME-CF,5,10,0.465555555556,-0.068888888889,negligible
OPA,LIME-CF,6,10,0.496666666667,-0.006666666667,negligible
OPA,LIME-CF,7,10,0.541111111111,0.082222222222,negligible
OPA,LIME-CF,8,10,0.467222222222,-0.065555555556,negligible
OPA,LIME-CF,9,10,0.515555555556,0.031111111111,negligible
OPA,LIME-CF,10,10,0.457777777778,-0.084444444444,negligible
OPA,LIME-CF,11,10,0.480000000000,-0.040000000000,negligible
OPA,LIME-CF,12,10,0.385555555556,-0.228888888889,small
OPA,LIME-CF,1,20,0.472777777778,-0.054444444444,negligible
OPA,LIME-CF,2,20,0.552222222222,0.104444444444,negligible
OPA,LIME-CF,3,20,0.468888888889,-0.062222222222,negligible
OPA,LIME-CF,4,20,0.499444444444,-0.001111111111,negligible
OPA,LIME-CF,5,20,0.513333333333,0.026666666667,negligible
OPA,LIME-CF,6,20,0.516666666667,0.033333333333,negligible
OPA,LIME-CF,7,20,0.547222222222,0.094444444444,negligible
OPA,LIME-CF,8,20,0.581666666667,0.163333333333,small
OPA,LIME-CF,9,20,0.431111111111,-0.137777777778,negligible
OPA,LIME-CF,10,20,0.492777777778,-0.014444444444,negligible
OPA,LIME-CF,11,20,0.531111111111,0.062222222222,negligible
OPA,LIME-CF,12,20,0.515000000000,0.030000000000,negligible
OPA,ACME-CF,1,10,0.531666666667,0.063333333333,negligible
OPA,ACME-CF,2,10,0.508888888889,0.017777777778,negligible
OPA,ACME-CF,3,10,0.501666666667,0.003333333333,negligible
OPA,ACME-CF,4,10,0.427222222222,-0.145555555556,negligible
OPA,ACME-CF,5,10,0.476111111111,-0.047777777778,negligible
OPA,ACME-CF,6,10,0.506666666667,0.013333333333,negligible
OPA,ACME-CF,7,10,0.521666666667,0.043333333333,negligible
OPA,ACME-CF,8,10,0.495000000000,-0.010000000000,negligible
OPA,ACME-CF,9,10,0.586666666667,0.173333333333,small
OPA,ACME-CF,10,10,0.472777777778,-0.054444444444,negligible
OPA,ACME-CF,11,10,0.453333333333,-0.093333333333,negligible
OPA,ACME-CF,12,10,0.426111111111,-0.147777777778,small
OPA,ACME-CF,1,20,0.470555555556,-0.058888888889,negligible
OPA,ACME-CF,2,20,0.521111111111,0.042222222222,negligible
OPA,ACME-CF,3,20,0.518333333333,0.036666666667,negligible
OPA,ACME-CF,4,20,0.490000000000,-0.020000000000,negligible
OPA,ACME-CF,5,20,0.503333333333,0.006666666667,negligible
OPA,ACME-CF,6,20,0.523333333333,0.046666666667,negligible
OPA,ACME-CF,7,20,0.533888888889,0.067777777778,negligible
OPA,ACME-CF,8,20,0.470555555556,-0.058888888889,negligible
OPA,ACME-CF,9,20,0.432222222222,-0.135555555556,negligible
OPA,ACME-CF,10,20,0.480555555556,-0.038888888889,negligible
OPA,ACME-CF,11,20,0.561111111111,0.122222222222,negligible
OPA,ACME-CF,12,20,0.518888888889,0.037777777778,negligible
OPA,IBREAKDOWN-CF,1,10,0.528888888889,0.057777777778,negligible
OPA,IBREAKDOWN-CF,2,10,0.502777777778,0.005555555556,negligible
OPA,IBREAKDOWN-CF,3,10,0.498333333333,-0.003333333333,negligible
OPA,IBREAKDOWN-CF,4,10,0.382777777778,-0.234444444444,small
OPA,IBREAKDOWN-CF,5,10,0.507777777778,0.015555555556,negligible
OPA,IBREAKDOWN-CF,6,10,0.505555555556,0.011111111111,negligible
OPA,IBREAKDOWN-CF,7,10,0.561666666667,0.123333333333,negligible
OPA,IBREAKDOWN-CF,8,10,0.548888888889,0.097777777778,negligible
OPA,IBREAKDOWN-CF,9,10,0.553333333333,0.106666666667,negligible
OPA,IBREAKDOWN-CF,10,10,0.451111111111,-0.097777777778,negligible
OPA,IBREAKDOWN-CF,11,10,0.465555555556,-0.068888888889,negligible
OPA,IBREAKDOWN-CF,12,10,0.430555555556,-0.138888888889,negligible
OPA,IBREAKDOWN-CF,1,20,0.506111111111,0.012222222222,negligible
OPA,IBREAKDOWN-CF,2,20,0.522777777778,0.045555555556,negligible
OPA,IBREAKDOWN-CF,3,20,0.502222222222,0.004444444444,negligible
OPA,IBREAKDOWN-CF,4,20,0.512777777778,0.025555555556,negligible
OPA,IBREAKDOWN-CF,5,20,0.497777777778,-0.004444444444,negligible
OPA,IBREAKDOWN-CF,6,20,0.513333333333,0.026666666667,negligible
OPA,IBREAKDOWN-CF,7,20,0.552777777778,0.105555555556,negligible
OPA,IBREAKDOWN-CF,8,20,0.562222222222,0.124444444444,negligible
OPA,IBREAKDOWN-CF,9,20,0.525555555556,0.051111111111,negligible
OPA,IBREAKDOWN-CF,10,20,0.498888888889,-0.002222222222,negligible
OPA,IBREAKDOWN-CF,11,20,0.547222222222,0.094444444444,negligible
OPA,IBREAKDOWN-CF,12,20,0.525555555556,0.051111111111,negligible
SBOA,SHAP-CF,1,10,0.633333333333,0.266666666667,small
SBOA,SHAP-CF,2,10,0.591111111111,0.182222222222,small
SBOA,SHAP-CF,3,10,0.592222222222,0.184444444444,small
SBOA,SHAP-CF,4,10,0.477222222222,-0.045555555556,negligible
SBOA,SHAP-CF,5,10,0.560000000000,0.120000000000,negligible
SBOA,SHAP-CF,6,10,0.546666666667,0.093333333333,negligible
SBOA,SHAP-CF,7,10,0.505555555556,0.011111111111,negligible
SBOA,SHAP-CF,8,10,0.491111111111,-0.017777777778,negligible
SBOA,SHAP-CF,9,10,0.556666666667,0.113333333333,negligible
SBOA,SHAP-CF,10,10,0.473333333333,-0.053333333333,negligible
SBOA,SHAP-CF,11,10,0.731111111111,0.462222222222,medium
SBOA,SHAP-CF,12,10,0.560000000000,0.120000000000,negligible
SBOA,SHAP-CF,1,20,0.772222222222,0.544444444444,large
SBOA,SHAP-CF,2,20,0.550000000000,0.100000000000,negligible
SBOA,SHAP-CF,3,20,0.675000000000,0.350000000000,medium
SBOA,SHAP-CF,4,20,0.510000000000,0.020000000000,negligible
SBOA,SHAP-CF,5,20,0.503888888889,0.007777777778,negligible
SBOA,SHAP-CF,6,20,0.693333333333,0.386666666667,medium
SBOA,SHAP-CF,7,20,0.467777777778,-0.064444444444,negligible
SBOA,SHAP-CF,8,20,0.472222222222,-0.055555555556,negligible
SBOA,SHAP-CF,9,20,0.473333333333,-0.053333333333,negligible
SBOA,SHAP-CF,10,20,0.538333333333,0.076666666667,negligible
SBOA,SHAP-CF,11,20,0.760000000000,0.520000000000,large
SBOA,SHAP-CF,12,20,0.575555555556,0.151111111111,small
SBOA,LIME-CF,1,10,0.761111111111,0.522222222222,large
SBOA,LIME-CF,2,10,0.578888888889,0.157777777778,small
SBOA,LIME-CF,3,10,0.882222222222,0.764444444444,large
SBOA,LIME-CF,4,10,0.443333333333,-0.113333333333,negligible
SBOA,LIME-CF,5,10,0.537777777778,0.075555555556,negligible
SBOA,LIME-CF,6,10,0.544444444444,0.088888888889,negligible
SBOA,LIME-CF,7,10,0.543333333333,0.086666666667,negligible
SBOA,LIME-CF,8,10,0.558888888889,0.117777777778,negligible
SBOA,LIME-CF,9,10,0.604444444444,0.208888888889,small
SBOA,LIME-CF,10,10,0.558888888889,0.117777777778,negligible
SBOA,LIME-CF,11,10,0.827777777778,0.655555555556,large
SBOA,LIME-CF,12,10,0.480000000000,-0.040000000000,negligible
SBOA,LIME-CF,1,20,0.885555555556,0.771111111111,large
SBOA,LIME-CF,2,20,0.664444444444,0.328888888889,small
SBOA,LIME-CF,3,20,0.808888888889,0.617777777778,large
SBOA,LIME-CF,4,20,0.517777777778,0.035555555556,negligible
SBOA,LIME-CF,5,20,0.545555555556,0.091111111111,negligible
SBOA,LIME-CF,6,20,0.782222222222,0.564444444444,large
SBOA,LIME-CF,7,20,0.465555555556,-0.068888888889,negligible
SBOA,LIME-CF,8,20,0.480000000000,-0.040000000000,negligible
SBOA,LIME-CF,9,20,0.607777777778,0.215555555556,small
SBOA,LIME-CF,10,20,0.570000000000,0.140000000000,negligible
SBOA,LIME-CF,11,20,0.913333333333,0.826666666667,large
SBOA,LIME-CF,12,20,0.561111111111,0.122222222222,negligible
SBOA,ACME-CF,1,10,0.974444444444,0.948888888889,large
SBOA,ACME-CF,2,10,0.707777777778,0.415555555556,medium
SBOA,ACME-CF,3,10,0.936666666667,0.873333333333,large
SBOA,ACME-CF,4,10,0.480555555556,-0.038888888889,negligible
SBOA,ACME-CF,5,10,0.573333333333,0.146666666667,negligible
SBOA,ACME-CF,6,10,0.554444444444,0.108888888889,negligible
SBOA,ACME-CF,7,10,0.560000000000,0.120000000000,negligible
SBOA,ACME-CF,8,10,0.538888888889,0.077777777778,negligible
SBOA,ACME-CF,9,10,0.618888888889,0.237777777778,small
SBOA,ACME-CF,10,10,0.522222222222,0.044444444444,negligible
SBOA,ACME-CF,11,10,0.967777777778,0.935555555556,large
SBOA,ACME-CF,12,10,0.545555555556,0.091111111111,negligible
SBOA,ACME-CF,1,20,0.962222222222,0.924444444444,large
SBOA,ACME-CF,2,20,0.708888888889,0.417777777778,medium
SBOA,ACME-CF,3,20,0.936666666667,0.873333333333,large
SBOA,ACME-CF,4,20,0.495000000000,-0.010000000000,negligible
SBOA,ACME-CF,5,20,0.523333333333,0.046666666667,negligible
SBOA,ACME-CF,6,20,0.860000000000,0.720000000000,large
SBOA,ACME-CF,7,20,0.517777777778,0.035555555556,negligible
SBOA,ACME-CF,8,20,0.435555555556,-0.128888888889,negligible
SBOA,ACME-CF,9,20,0.620000000000,0.240000000000,small
SBOA,ACME-CF,10,20,0.566666666667,0.133333333333,negligible
SBOA,ACME-CF,11,20,0.940000000000,0.880000000000,large
SBOA,ACME-CF,12,20,0.641111111111,0.282222222222,small
SBOA,IBREAKDOWN-CF,1,10,0.595555555556,0.191111111111,small
SBOA,IBREAKDOWN-CF,2,10,0.611111111111,0.222222222222,small
SBOA,IBREAKDOWN-CF,3,10,0.667777777778,0.335555555556,medium
SBOA,IBREAKDOWN-CF,4,10,0.442222222222,-0.115555555556,negligible
SBOA,IBREAKDOWN-CF,5,10,0.530000000000,0.060000000000,negligible
SBOA,IBREAKDOWN-CF,6,10,0.531111111111,0.062222222222,negligible
SBOA,IBREAKDOWN-CF,7,10,0.520000000000,0.040000000000,negligible
SBOA,IBREAKDOWN-CF,8,10,0.528888888889,0.057777777778,negligible
SBOA,IBREAKDOWN-CF,9,10,0.496666666667,-0.006666666667,negligible
SBOA,IBREAKDOWN-CF,10,10,0.491111111111,-0.017777777778,negligible
SBOA,IBREAKDOWN-CF,11,10,0.631111111111,0.262222222222,small
SBOA,IBREAKDOWN-CF,12,10,0.521111111111,0.042222222222,negligible
SBOA,IBREAKDOWN-CF,1,20,0.688888888889,0.377777777778,medium
SBOA,IBREAKDOWN-CF,2,20,0.642222222222,0.284444444444,small
SBOA,IBREAKDOWN-CF,3,20,0.686666666667,0.373333333333,medium
SBOA,IBREAKDOWN-CF,4,20,0.520555555556,0.041111111111,negligible
SBOA,IBREAKDOWN-CF,5,20,0.513888888889,0.027777777778,negligible
SBOA,IBREAKDOWN-CF,6,20,0.762222222222,0.524444444444,large
SBOA,IBREAKDOWN-CF,7,20,0.467777777778,-0.064444444444,negligible
SBOA,IBREAKDOWN-CF,8,20,0.492222222222,-0.015555555556,negligible
SBOA,IBREAKDOWN-CF,9,20,0.538888888889,0.077777777778,negligible
SBOA,IBREAKDOWN-CF,10,20,0.515555555556,0.031111111111,negligible
SBOA,IBREAKDOWN-CF,11,20,0.789444444444,0.578888888889,large
SBOA,IBREAKDOWN-CF,12,20,0.569444444444,0.138888888889,negligible
